Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
SHIB1000USDT,eef47552,2023-02-03 16:07:59,10,Close Short,Limit,Trade,2000,0.012455,0.012455,0.0001,0.002491,0067d4fd
MATICUSDT,091-Sell,2023-02-03 16:00:00,10,Open Short,--,Funding,92,1.2239,0.0000,-0.00027448,-0.03090611,255c6db5
SHIB1000USDT,7091-Sel,2023-02-03 16:00:00,10,Open Short,--,Funding,2000,0.012505,0.000000,-0.00028382,-0.00709833,ac586f9d
ETHUSDT,091-Sell,2023-02-03 16:00:00,5,Open Short,--,Funding,0.07,1663.52,0.00,-0.0001,-0.01164464,f2c0bf17
DOGEUSDT,7091-Buy,2023-02-03 16:00:00,10,Open Long,--,Funding,210,0.09232,0.00000,0.00025605,0.0049641,b5a9a58c
SHIB1000USDT,9876ec95,2023-02-03 15:17:18,10,Open Short,Limit,Trade,2000,0.012545,0.012545,0.0001,0.002509,d149ba4d
SHIB1000USDT,44aa557b,2023-02-03 15:02:26,10,Close Short,Limit,Trade,2000,0.012440,0.012440,0.0001,0.002488,bad1576c
SHIB1000USDT,88e395b9,2023-02-03 14:52:29,10,Open Short,Limit,Trade,2000,0.012530,0.012520,0.0006,0.015036,4dfc1f07
SHIB1000USDT,309f047a,2023-02-03 14:46:55,10,Close Long,Limit,Trade,2000,0.012515,0.012515,0.0001,0.002503,8e01f22d
SHIB1000USDT,40e4c663,2023-02-03 13:27:42,10,Open Long,Limit,Trade,2000,0.012430,0.012430,0.0001,0.002486,a9a7143e
SHIB1000USDT,acf495a0,2023-02-03 13:21:19,10,Close Short,Limit,Trade,2000,0.012465,0.012465,0.0001,0.002493,9f25ad2d
SHIB1000USDT,e79fc13b,2023-02-03 12:25:35,10,Open Short,Limit,Trade,2000,0.012555,0.012555,0.0001,0.002511,79ccd2ea
SHIB1000USDT,5bce4c3d,2023-02-03 11:23:36,10,Close Long,Limit,Trade,2000,0.012510,0.012510,0.0001,0.002502,9152f2e0
SHIB1000USDT,34dcb304,2023-02-03 11:00:49,10,Open Long,Limit,Trade,2000,0.012425,0.012425,0.0001,0.002485,4d43cf97
SHIB1000USDT,1b42ded2,2023-02-03 10:25:22,10,Close Short,Limit,Trade,4200,0.012455,0.012455,0.0001,0.0052311,9136d623
SHIB1000USDT,6441a76f,2023-02-03 09:40:07,10,Open Short,Limit,Trade,2200,0.012775,0.012775,0.0001,0.0028105,d6b0a7bc
DOGEUSDT,7091-Buy,2023-02-03 08:00:00,10,Open Long,--,Funding,210,0.09134,0.00000,0.0001,0.00191814,67056b87
ETHUSDT,091-Sell,2023-02-03 08:00:00,5,Open Short,--,Funding,0.07,1637.61,0.00,-0.0001,-0.01146327,4d9bf44d
MATICUSDT,091-Sell,2023-02-03 08:00:00,10,Open Short,--,Funding,92,1.1775,0.0000,-0.00032213,-0.03489634,65713305
SHIB1000USDT,7091-Sel,2023-02-03 08:00:00,10,Open Short,--,Funding,2000,0.012378,0.000000,-0.0002916,-0.00721884,96194fde
SHIB1000USDT,d89b0fab,2023-02-03 04:09:11,10,Open Short,Limit,Trade,2000,0.012285,0.012285,0.0001,0.002457,697137e2
SHIB1000USDT,453cc129,2023-02-03 04:08:25,10,Close Long,Limit,Trade,1280,0.012270,0.012270,0.0001,0.00157056,8a243221
SHIB1000USDT,ae196bdf,2023-02-03 04:00:11,10,Close Long,Limit,Trade,400,0.012270,0.012270,0.0001,0.0004908,42224027
SHIB1000USDT,ae196bdf,2023-02-03 03:59:51,10,Close Long,Limit,Trade,320,0.012270,0.012270,0.0001,0.00039264,4c67f0bb
SHIB1000USDT,012f1873,2023-02-03 02:23:08,10,Open Long,Limit,Trade,2000,0.012185,0.012185,0.0001,0.002437,1861fad9
SHIB1000USDT,9b1b09cd,2023-02-03 00:01:23,10,Close Long,Limit,Trade,2000,0.012225,0.012225,0.0001,0.002445,71f5a415
DOGEUSDT,7091-Buy,2023-02-03 00:00:00,10,Open Long,--,Funding,210,0.09101,0.00000,0.0001,0.00191121,b7432441
SHIB1000USDT,7091-Buy,2023-02-03 00:00:00,10,Open Long,--,Funding,2000,0.012150,0.000000,0.00053592,0.01302286,d527e2df
MATICUSDT,091-Sell,2023-02-03 00:00:00,10,Open Short,--,Funding,92,1.1821,0.0000,-0.00017615,-0.01915687,4aa0ca46
ETHUSDT,091-Sell,2023-02-03 00:00:00,5,Open Short,--,Funding,0.07,1643.50,0.00,-0.0001,-0.0115045,0dd1b403
SHIB1000USDT,1e9385cf,2023-02-02 23:43:37,10,Open Long,Limit,Trade,2000,0.012140,0.012140,0.0001,0.002428,8b41ab6d
SHIB1000USDT,e3d000e4,2023-02-02 22:01:41,10,Close Long,Limit,Trade,2000,0.012120,0.012120,0.0001,0.002424,1b218518
SHIB1000USDT,d0ada53b,2023-02-02 22:00:04,10,Open Long,Limit,Trade,2000,0.012035,0.012225,0.0006,0.014442,72eb92bb
SHIB1000USDT,eb5e96f0,2023-02-02 21:59:31,10,Close Short,Limit,Trade,6620,0.012035,0.012035,0.0001,0.00796717,5499da4d
DOGEUSDT,829541e8,2023-02-02 19:16:53,10,Open Long,Limit,Trade,210,0.09315,0.09327,0.0006,0.0117369,c5a29658
DOGEUSDT,cf5a62ac,2023-02-02 19:16:46,10,Close Short,Limit,Trade,210,0.09313,0.09313,0.0001,0.00195573,20e9f0ea
DOGEUSDT,06d90dba,2023-02-02 16:23:04,10,Open Short,Limit,Trade,210,0.09379,0.09379,0.0001,0.00196959,66152109
SHIB1000USDT,7091-Sel,2023-02-02 16:00:00,10,Open Short,--,Funding,6620,0.012415,0.000000,-0.00049845,-0.04096625,d394620d
ETHUSDT,091-Sell,2023-02-02 16:00:00,5,Open Short,--,Funding,0.07,1678.11,0.00,-0.0001,-0.01174677,93793079
MATICUSDT,091-Sell,2023-02-02 16:00:00,10,Open Short,--,Funding,92,1.2370,0.0000,-0.00018202,-0.0207146,ccde4e00
DOGEUSDT,4e8a7869,2023-02-02 15:33:08,10,Close Long,Limit,Trade,210,0.09316,0.09316,0.0001,0.00195636,3115a158
SHIB1000USDT,d91db233,2023-02-02 15:32:37,10,Open Short,Limit,Trade,2420,0.012555,0.012555,0.0001,0.00303831,3dc3411f
DOGEUSDT,82304250,2023-02-02 14:57:08,10,Open Long,Limit,Trade,210,0.09251,0.09251,0.0001,0.00194271,74a08c32
DOGEUSDT,a3b5e231,2023-02-02 14:47:58,10,Close Long,Limit,Trade,210,0.09316,0.09316,0.0001,0.00195636,566c76b5
DOGEUSDT,d549012c,2023-02-02 14:45:45,10,Open Long,Limit,Trade,210,0.09251,0.09251,0.0001,0.00194271,9bd21977
DOGEUSDT,286458b7,2023-02-02 14:25:00,10,Close Long,Limit,Trade,210,0.09356,0.09356,0.0001,0.00196476,42dfb335
DOGEUSDT,14eacf96,2023-02-02 13:46:45,10,Open Long,Limit,Trade,210,0.09291,0.09312,0.0006,0.01170666,7222753e
DOGEUSDT,b8a3f791,2023-02-02 13:46:19,10,Close Short,Limit,Trade,441,0.09282,0.09282,0.0001,0.00409337,d99dbe68
SHIB1000USDT,7091-Sel,2023-02-02 08:00:00,10,Open Short,--,Funding,4200,0.012005,0.000000,-0.00059429,-0.02996469,eecceaf9
MATICUSDT,091-Sell,2023-02-02 08:00:00,10,Open Short,--,Funding,92,1.2174,0.0000,-0.00030211,-0.03383656,eb3c0c4a
DOGEUSDT,091-Sell,2023-02-02 08:00:00,10,Open Short,--,Funding,441,0.09315,0.00000,-0.00027414,-0.01126143,3aae70ff
ETHUSDT,091-Sell,2023-02-02 08:00:00,5,Open Short,--,Funding,0.07,1664.70,0.00,-0.0001,-0.0116529,1fe7c1e7
MATICUSDT,97dcf1b7,2023-02-02 00:40:27,10,Open Short,Limit,Trade,26,1.2340,1.2340,0.0001,0.0032084,36700d3f
SHIB1000USDT,80fecd63,2023-02-02 00:35:51,10,Open Short,Limit,Trade,2200,0.012090,0.012090,0.0001,0.0026598,f5120979
DOGEUSDT,9568f2e7,2023-02-02 00:35:01,10,Open Short,Limit,Trade,231,0.09522,0.09522,0.0001,0.00219959,9db10987
MATICUSDT,091-Sell,2023-02-02 00:00:00,10,Open Short,--,Funding,66,1.1947,0.0000,-0.0001,-0.00788502,45bd4349
DOGEUSDT,091-Sell,2023-02-02 00:00:00,10,Open Short,--,Funding,210,0.09405,0.00000,-0.0001,-0.00197505,98580c40
ETHUSDT,091-Sell,2023-02-02 00:00:00,5,Open Short,--,Funding,0.07,1641.61,0.00,-0.0001,-0.01149127,dcb4a513
SHIB1000USDT,7091-Sel,2023-02-02 00:00:00,10,Open Short,--,Funding,2000,0.011983,0.000000,-0.0001,-0.0023966,614a42e6
MATICUSDT,53bb22ad,2023-02-01 22:04:25,10,Open Short,Limit,Trade,24,1.1899,1.1899,0.0001,0.00285576,375f15c4
MATICUSDT,9be9f72f,2023-02-01 20:03:52,10,Open Short,Limit,Trade,22,1.1459,1.1459,0.0001,0.00252098,55401598
DOGEUSDT,a442a959,2023-02-01 19:43:23,10,Open Short,Limit,Trade,210,0.09156,0.09052,0.0006,0.01153656,56c12ae8
DOGEUSDT,0b540d78,2023-02-01 19:37:37,10,Close Long,Limit,Trade,441,0.09065,0.09065,0.0001,0.00399767,12dc427d
MATICUSDT,92aa7e8a,2023-02-01 19:37:36,10,Open Short,Limit,Trade,20,1.1018,1.1018,0.0001,0.0022036,799f0aa8
SHIB1000USDT,bf8e4808,2023-02-01 19:37:27,10,Open Short,Limit,Trade,2000,0.011625,0.011625,0.0001,0.002325,1393168c
SHIB1000USDT,a53b4075,2023-02-01 19:31:57,10,Close Short,Limit,Trade,2000,0.011445,0.011445,0.0001,0.002289,75468638
MATICUSDT,9ae7e6bb,2023-02-01 19:31:53,10,Close Short,Limit,Trade,20,1.0834,1.0834,0.0001,0.0021668,974dab07
MATICUSDT,baec28f4,2023-02-01 19:06:31,10,Open Short,Limit,Trade,20,1.0910,1.0901,0.0006,0.013092,b776c894
SHIB1000USDT,020779e5,2023-02-01 19:06:28,10,Open Short,Limit,Trade,2000,0.011525,0.011510,0.0006,0.01383,016b4fa9
SHIB1000USDT,14333ef6,2023-02-01 19:00:43,10,Close Long,Limit,Trade,2000,0.011660,0.011660,0.0001,0.002332,f006cafb
MATICUSDT,9ce33738,2023-02-01 19:00:42,10,Close Long,Limit,Trade,20,1.0994,1.0994,0.0001,0.0021988,f5cf1ff8
DOGEUSDT,186915b3,2023-02-01 17:44:21,10,Open Long,Limit,Trade,231,0.08827,0.08827,0.0001,0.00203904,e91795e5
MATICUSDT,7091-Buy,2023-02-01 16:00:00,10,Open Long,--,Funding,20,1.0812,0.0000,0.0001,0.0021624,2372662e
DOGEUSDT,7091-Buy,2023-02-01 16:00:00,10,Open Long,--,Funding,210,0.08952,0.00000,0.0001,0.00187992,6f511445
SHIB1000USDT,7091-Buy,2023-02-01 16:00:00,10,Open Long,--,Funding,2000,0.011438,0.000000,0.0001,0.0022876,284d0fd3
ETHUSDT,091-Sell,2023-02-01 16:00:00,5,Open Short,--,Funding,0.07,1575.44,0.00,-0.0001,-0.01102808,67e86afd
MATICUSDT,86bfb38a,2023-02-01 15:04:04,10,Open Long,Limit,Trade,20,1.0918,1.0918,0.0001,0.0021836,1beda52a
MATICUSDT,a70e9bcc,2023-02-01 14:35:06,10,Close Short,Limit,Trade,20,1.0917,1.0917,0.0001,0.0021834,39e0a032
SHIB1000USDT,b4446ddf,2023-02-01 14:34:54,10,Open Long,Limit,Trade,2000,0.011580,0.011595,0.0006,0.013896,f6ed2acc
SHIB1000USDT,5b9c84d2,2023-02-01 14:34:23,10,Close Short,Limit,Trade,2000,0.011600,0.011600,0.0001,0.00232,cd92c8c4
SHIB1000USDT,9e6db32f,2023-02-01 13:22:05,10,Open Short,Limit,Trade,2000,0.011680,0.011670,0.0006,0.014016,4b494eb7
MATICUSDT,f58c58bd,2023-02-01 13:21:37,10,Open Short,Limit,Trade,20,1.0994,1.0959,0.0006,0.0131928,150bfce4
SHIB1000USDT,b616c35d,2023-02-01 13:16:19,10,Close Long,Limit,Trade,2000,0.011680,0.011680,0.0001,0.002336,1668dab0
MATICUSDT,524cb117,2023-02-01 13:16:05,10,Close Long,Limit,Trade,20,1.0980,1.0980,0.0001,0.002196,3cce5bcc
SHIB1000USDT,ab3b151c,2023-02-01 13:06:32,10,Open Long,Limit,Trade,20,0.011595,0.011605,0.0006,0.00013914,119c8e7f
SHIB1000USDT,ab3b151c,2023-02-01 13:06:32,10,Open Long,Limit,Trade,1980,0.011600,0.011605,0.0006,0.0137808,36ec8b0d
SHIB1000USDT,01b1e078,2023-02-01 13:06:23,10,Close Short,Limit,Trade,2000,0.011575,0.011575,0.0001,0.002315,1546e8ad
MATICUSDT,6460fc57,2023-02-01 13:05:51,10,Open Long,Limit,Trade,20,1.0904,1.0904,0.0001,0.0021808,d703dd71
SHIB1000USDT,b45250e8,2023-02-01 12:29:39,10,Open Short,Limit,Trade,890,0.011655,0.011655,0.0001,0.0010373,6293090b
SHIB1000USDT,b45250e8,2023-02-01 12:29:29,10,Open Short,Limit,Trade,1110,0.011655,0.011655,0.0001,0.00129371,1923a5a4
DOGEUSDT,e683bd77,2023-02-01 12:24:29,10,Open Long,Limit,Trade,210,0.09195,0.09195,0.0001,0.00193095,3d0a42d5
ETHUSDT,091-Sell,2023-02-01 08:00:00,5,Open Short,--,Funding,0.07,1575.00,0.00,-0.0001,-0.011025,b4573951
ETHUSDT,091-Sell,2023-02-01 00:00:00,5,Open Short,--,Funding,0.07,1585.09,0.00,-0.0001,-0.01109563,780cede2
ETHUSDT,091-Sell,2023-01-31 16:00:00,5,Open Short,--,Funding,0.07,1588.39,0.00,-0.0001,-0.01111873,670991b7
DOGEUSDT,3648894a,2023-01-31 13:52:45,10,Close Long,Limit,Trade,210,0.09357,0.09357,0.0001,0.00196497,24c22be6
SHIB1000USDT,1a264b36,2023-01-31 13:30:24,10,Close Long,Limit,Trade,2000,0.011765,0.011765,0.0001,0.002353,7c82df31
SHIB1000USDT,4e21de68,2023-01-31 10:13:55,10,Open Long,Limit,Trade,2000,0.011685,0.011725,0.0006,0.014022,2148dffc
SHIB1000USDT,6bd14d16,2023-01-31 10:13:30,10,Close Short,Limit,Trade,2000,0.011690,0.011690,0.0001,0.002338,73be0c83
DOGEUSDT,2f0a7fe6,2023-01-31 08:48:05,10,Open Long,Limit,Trade,210,0.09292,0.09292,0.0001,0.00195132,ac5a6d45
DOGEUSDT,07f544b6,2023-01-31 08:39:26,10,Close Short,Limit,Trade,210,0.09305,0.09305,0.0001,0.00195405,a6c5c66d
SHIB1000USDT,7091-Sel,2023-01-31 08:00:00,10,Open Short,--,Funding,2000,0.011880,0.000000,-0.0001,-0.002376,46feda99
DOGEUSDT,091-Sell,2023-01-31 08:00:00,10,Open Short,--,Funding,210,0.09516,0.00000,-0.0001,-0.00199836,864819bb
ETHUSDT,091-Sell,2023-01-31 08:00:00,5,Open Short,--,Funding,0.07,1579.55,0.00,-0.0001,-0.01105685,9154d9c6
SHIB1000USDT,95c86739,2023-01-31 07:14:16,10,Open Short,Limit,Trade,2000,0.011770,0.011770,0.0001,0.002354,53e7f3a4
DOGEUSDT,16761b33,2023-01-31 07:07:15,10,Open Short,Limit,Trade,210,0.09371,0.09361,0.0006,0.01180746,85a29e0a
DOGEUSDT,92bedd66,2023-01-31 07:01:23,10,Close Short,Limit,Trade,210,0.09249,0.09249,0.0001,0.00194229,0c425045
SHIB1000USDT,0c2727a2,2023-01-31 06:46:09,10,Close Short,Limit,Trade,2000,0.011680,0.011680,0.0001,0.002336,b88b2738
SHIB1000USDT,3d47c5c4,2023-01-31 06:37:07,10,Open Short,Limit,Trade,1050,0.011760,0.011760,0.0001,0.0012348,5b0f372c
SHIB1000USDT,3d47c5c4,2023-01-31 06:37:05,10,Open Short,Limit,Trade,950,0.011760,0.011760,0.0001,0.0011172,7e5785d7
DOGEUSDT,76818554,2023-01-31 06:36:10,10,Open Short,Limit,Trade,210,0.09314,0.09314,0.0001,0.00195594,c5df1898
SHIB1000USDT,e38df3e7,2023-01-31 06:30:42,10,Close Long,Limit,Trade,2000,0.011715,0.011715,0.0001,0.002343,877302b0
DOGEUSDT,59289202,2023-01-31 05:58:10,10,Close Short,Limit,Trade,210,0.09173,0.09173,0.0001,0.00192633,95463ece
SHIB1000USDT,d4d056e3,2023-01-31 05:56:48,10,Open Long,Limit,Trade,2000,0.011635,0.011665,0.0006,0.013962,65f1ce33
SHIB1000USDT,fdede774,2023-01-31 05:56:44,10,Close Short,Limit,Trade,4200,0.011630,0.011630,0.0001,0.0048846,a38398e7
DOGEUSDT,ff3abef3,2023-01-31 05:22:29,10,Open Short,Limit,Trade,210,0.09238,0.09238,0.0001,0.00193998,50c5c521
DOGEUSDT,d2f171f1,2023-01-31 04:56:55,10,Close Long,Limit,Trade,210,0.09164,0.09164,0.0001,0.00192444,8ad5a269
DOGEUSDT,4dbcfdca,2023-01-31 04:12:41,10,Open Long,Limit,Trade,4,0.09098,0.09137,0.0006,0.00021836,b36fd190
DOGEUSDT,4dbcfdca,2023-01-31 04:12:41,10,Open Long,Limit,Trade,206,0.09100,0.09137,0.0006,0.0112476,7dae6269
DOGEUSDT,fa0a21bc,2023-01-31 04:12:10,10,Close Short,Limit,Trade,695,0.09078,0.09078,0.0001,0.00630921,0527d56e
DOGEUSDT,76dfc434,2023-01-31 02:14:33,10,Open Short,Limit,Trade,254,0.09471,0.09471,0.0001,0.00240564,b0f536bd
SHIB1000USDT,201d7606,2023-01-31 02:13:43,10,Open Short,Limit,Trade,2200,0.011930,0.011930,0.0001,0.0026246,e50f3eb8
DOGEUSDT,3f80db29,2023-01-31 01:25:36,10,Open Short,Limit,Trade,231,0.09120,0.09120,0.0001,0.00210672,15854dd3
ETHUSDT,091-Sell,2023-01-31 00:00:00,5,Open Short,--,Funding,0.07,1565.92,0.00,-0.0001,-0.01096144,bbcaad81
DOGEUSDT,091-Sell,2023-01-31 00:00:00,10,Open Short,--,Funding,210,0.08836,0.00000,-0.0001,-0.00185556,7a35e467
SHIB1000USDT,7091-Sel,2023-01-31 00:00:00,10,Open Short,--,Funding,2000,0.011519,0.000000,-0.0001,-0.0023038,a11e3a1f
SHIB1000USDT,9e8655a9,2023-01-30 23:26:20,10,Open Short,Limit,Trade,2000,0.011470,0.011470,0.0001,0.002294,43eb9d2f
DOGEUSDT,e548cb6a,2023-01-30 23:24:08,10,Open Short,Limit,Trade,210,0.08769,0.08769,0.0001,0.00184149,a47b39ce
SHIB1000USDT,ef278cf5,2023-01-30 23:19:57,10,Close Long,Limit,Trade,2000,0.011465,0.011465,0.0001,0.002293,d0f15bff
DOGEUSDT,06a6394e,2023-01-30 23:18:40,10,Close Long,Limit,Trade,210,0.08807,0.08807,0.0001,0.00184947,de3223a9
SHIB1000USDT,e2df0e6a,2023-01-30 22:28:10,10,Open Long,Limit,Trade,2000,0.011390,0.011390,0.0001,0.002278,c694621e
SHIB1000USDT,c7c4b9a1,2023-01-30 19:19:03,10,Close Long,Limit,Trade,2410,0.011410,0.011410,0.0001,0.00274981,b9f09174
SHIB1000USDT,1d862662,2023-01-30 19:18:20,10,Close Long,Limit,Trade,1790,0.011410,0.011410,0.0001,0.00204239,eaf005ad
SHIB1000USDT,3b675078,2023-01-30 19:10:58,10,Open Long,Limit,Trade,2200,0.011110,0.011110,0.0001,0.0024442,d837d590
DOGEUSDT,fe08a103,2023-01-30 19:09:42,10,Open Long,Limit,Trade,210,0.08746,0.08746,0.0001,0.00183666,f0559b80
SHIB1000USDT,b99892ae,2023-01-30 19:09:16,10,Open Long,Limit,Trade,2000,0.011575,0.011575,0.0001,0.002315,ae808dba
SHIB1000USDT,cc07e24c,2023-01-30 17:35:25,10,Close Short,Limit,Trade,2000,0.011715,0.011715,0.0001,0.002343,85adae47
DOGEUSDT,89e2dbb5,2023-01-30 17:27:00,10,Close Short,Limit,Trade,210,0.09070,0.09070,0.0001,0.0019047,6985c522
DOGEUSDT,c92fd532,2023-01-30 17:21:26,10,Open Short,Limit,Trade,210,0.09134,0.08851,0.0006,0.01150884,2978d79d
SHIB1000USDT,2c41590a,2023-01-30 17:20:01,10,Open Short,Limit,Trade,2000,0.011800,0.011705,0.0006,0.01416,754c59eb
DOGEUSDT,aa985408,2023-01-30 17:15:41,10,Close Long,Limit,Trade,441,0.08810,0.08810,0.0001,0.00388521,326c0217
SHIB1000USDT,7e89da7a,2023-01-30 17:14:22,10,Close Long,Limit,Trade,2000,0.011695,0.011695,0.0001,0.002339,c8d64022
SHIB1000USDT,ac1cee73,2023-01-30 16:45:35,10,Open Long,Limit,Trade,2000,0.011615,0.011615,0.0001,0.002323,355f2d39
SHIB1000USDT,d9596d36,2023-01-30 16:15:52,10,Close Long,Limit,Trade,2000,0.011715,0.011715,0.0001,0.002343,5319cda8
DOGEUSDT,7091-Buy,2023-01-30 16:00:00,10,Open Long,--,Funding,441,0.08668,0.00000,0.0001,0.00382259,6126ddb4
ETHUSDT,091-Sell,2023-01-30 16:00:00,5,Open Short,--,Funding,0.07,1584.50,0.00,-0.0001,-0.0110915,c8d666da
SHIB1000USDT,7091-Buy,2023-01-30 16:00:00,10,Open Long,--,Funding,2000,0.011673,0.000000,0.0001,0.0023346,a0a7968b
SHIB1000USDT,7badbae4,2023-01-30 15:40:30,10,Open Long,Limit,Trade,2000,0.011635,0.011635,0.0006,0.013962,47226188
SHIB1000USDT,f423482d,2023-01-30 15:34:29,10,Close Short,Limit,Trade,2000,0.011660,0.011660,0.0001,0.002332,3bad7eb0
SHIB1000USDT,e2549763,2023-01-30 14:55:28,10,Open Short,Limit,Trade,2000,0.011740,0.011740,0.0006,0.014088,93dce4e4
SHIB1000USDT,3103206d,2023-01-30 14:50:26,10,Close Long,Limit,Trade,2000,0.011740,0.011740,0.0001,0.002348,58f38a2c
SHIB1000USDT,fae201b3,2023-01-30 09:17:56,19,Open Long,Limit,Trade,2000,0.011660,0.011660,0.0001,0.002332,f4c8e8ef
DOGEUSDT,65683566,2023-01-30 09:14:18,10,Open Long,Limit,Trade,231,0.08579,0.08579,0.0001,0.00198175,b68fe809
SHIB1000USDT,e1794a37,2023-01-30 08:55:43,19,Close Short,Limit,Trade,1400,0.011865,0.011865,0.0001,0.0016611,dd2025b0
DOGEUSDT,7091-Buy,2023-01-30 08:00:00,10,Open Long,--,Funding,210,0.08836,0.00000,0.00011929,0.0022135,f9592e3e
ETHUSDT,091-Sell,2023-01-30 08:00:00,5,Open Short,--,Funding,0.07,1627.53,0.00,-0.0001,-0.01139271,1d2238bc
SHIB1000USDT,7091-Sel,2023-01-30 08:00:00,19,Open Short,--,Funding,1400,0.011962,0.000000,-0.00021024,-0.00352084,3faccc85
DOGEUSDT,654aa64b,2023-01-30 01:38:51,10,Open Long,Limit,Trade,210,0.08936,0.08950,0.0006,0.01125936,86b53f54
DOGEUSDT,a38cd08b,2023-01-30 01:38:20,10,Close Short,Limit,Trade,140,0.08925,0.08925,0.0001,0.0012495,bf8904e8
DOGEUSDT,a38cd08b,2023-01-30 01:38:20,10,Close Short,Limit,Trade,70,0.08925,0.08925,0.0001,0.00062475,c94c3717
DOGEUSDT,091-Sell,2023-01-30 00:00:00,10,Open Short,--,Funding,210,0.09015,0.00000,-0.0001,-0.00189315,17a89bfe
SHIB1000USDT,7091-Sel,2023-01-30 00:00:00,19,Open Short,--,Funding,1400,0.012084,0.000000,-0.00028786,-0.0048699,68b805ac
ETHUSDT,091-Sell,2023-01-30 00:00:00,5,Open Short,--,Funding,0.07,1645.20,0.00,-0.0001,-0.0115164,a5a1fb35
DOGEUSDT,358ef582,2023-01-29 18:55:47,19,Open Short,Limit,Trade,210,0.08988,0.08988,0.0001,0.00188748,6c5df14f
DOGEUSDT,e54b4b4a,2023-01-29 18:48:12,19,Close Long,Limit,Trade,165,0.08995,0.08995,0.0001,0.00148418,ea3312ff
DOGEUSDT,0b942b2c,2023-01-29 16:32:00,19,Open Long,Limit,Trade,165,0.08932,0.08958,0.0006,0.00884268,15c3e667
DOGEUSDT,04fe4845,2023-01-29 16:31:47,19,Close Short,Limit,Trade,165,0.08928,0.08928,0.0001,0.00147312,652c2a23
ETHUSDT,091-Sell,2023-01-29 16:00:00,5,Open Short,--,Funding,0.07,1611.47,0.00,-0.0001,-0.01128029,0f9b6733
SHIB1000USDT,7091-Sel,2023-01-29 16:00:00,19,Open Short,--,Funding,1400,0.012015,0.000000,-0.00025733,-0.00432854,f2d2a2c5
DOGEUSDT,091-Sell,2023-01-29 16:00:00,19,Open Short,--,Funding,165,0.08985,0.00000,-0.0001,-0.00148252,0607b557
DOGEUSDT,6f11d665,2023-01-29 13:04:54,19,Open Short,Limit,Trade,165,0.08991,0.08991,0.0001,0.00148352,b61c80cc
DOGEUSDT,0481f0d6,2023-01-29 11:04:55,19,Close Short,Limit,Trade,165,0.08951,0.08951,0.0001,0.00147692,7dd7757c
DOGEUSDT,1e6de2f9,2023-01-29 10:48:41,19,Open Short,Limit,Trade,165,0.09014,0.09014,0.0001,0.00148731,e6e87a75
DOGEUSDT,b557b53f,2023-01-29 10:42:52,19,Close Long,Limit,Trade,165,0.09017,0.09017,0.0001,0.00148781,f76515cf
SHIB1000USDT,5b240759,2023-01-29 09:32:34,19,Open Short,Limit,Trade,1400,0.011950,0.011950,0.0001,0.001673,0f518b01
SHIB1000USDT,17c2190a,2023-01-29 09:26:03,19,Close Long,Limit,Trade,1400,0.011945,0.011945,0.0001,0.0016723,0db6b92a
ETHUSDT,091-Sell,2023-01-29 08:00:00,5,Open Short,--,Funding,0.07,1592.42,0.00,-0.0001,-0.01114694,ad427b0b
DOGEUSDT,7091-Buy,2023-01-29 08:00:00,19,Open Long,--,Funding,165,0.08859,0.00000,0.0001,0.00146174,b6ec9caa
SHIB1000USDT,7091-Buy,2023-01-29 08:00:00,19,Open Long,--,Funding,1400,0.011907,0.000000,0.0001,0.00166698,f833d1ee
SHIB1000USDT,1ccfc690,2023-01-29 07:25:06,19,Open Long,Limit,Trade,1400,0.011860,0.011870,0.0006,0.0099624,f090e6a0
SHIB1000USDT,c69486f6,2023-01-29 07:24:57,19,Close Short,Limit,Trade,1400,0.011860,0.011860,0.0001,0.0016604,efd37aab
SHIB1000USDT,f2fc7498,2023-01-29 03:48:18,19,Open Short,Limit,Trade,1400,0.011945,0.011945,0.0001,0.0016723,10191e45
SHIB1000USDT,8254baa8,2023-01-29 02:07:25,19,Close Short,Limit,Trade,1400,0.011895,0.011895,0.0001,0.0016653,9f768fc7
SHIB1000USDT,f705ef47,2023-01-29 01:07:57,19,Open Short,Limit,Trade,1240,0.011980,0.011945,0.0006,0.00891312,acd1307e
SHIB1000USDT,f705ef47,2023-01-29 01:07:57,19,Open Short,Limit,Trade,160,0.011975,0.011945,0.0006,0.0011496,c71efda5
SHIB1000USDT,6d820cf6,2023-01-29 01:02:15,19,Close Long,Limit,Trade,1400,0.011935,0.011935,0.0001,0.0016709,8f365237
SHIB1000USDT,7091-Buy,2023-01-29 00:00:00,19,Open Long,--,Funding,1400,0.011817,0.000000,0.0001,0.00165438,5414e58a
DOGEUSDT,7091-Buy,2023-01-29 00:00:00,19,Open Long,--,Funding,165,0.08774,0.00000,0.0001,0.00144771,a9fb6412
ETHUSDT,091-Sell,2023-01-29 00:00:00,5,Open Short,--,Funding,0.07,1572.02,0.00,-0.0001,-0.01100414,895aa33b
SHIB1000USDT,395a2d3a,2023-01-28 17:18:23,19,Open Long,Limit,Trade,1400,0.011850,0.011850,0.0001,0.001659,48ed570f
