Contracts,Order No.,Transaction Time(UTC+0),Leverage,Direction,Order Type,Filled Type,Filled Qty,Filled Price,Order Price,Trading Fee Rate,Fees Paid,Transaction ID
DOGEUSDT,98b0afa1,2023-02-14 13:38:14,10,Open Long,Limit,Trade,67,0.08132,0.08146,0.0006,0.00326907,9d0c7c6c
DOGEUSDT,98b0afa1,2023-02-14 13:38:14,10,Open Long,Limit,Trade,143,0.08132,0.08146,0.0006,0.00697726,9b82d7e4
DOGEUSDT,d1413511,2023-02-14 13:38:03,10,Close Short,Limit,Trade,210,0.08145,0.08145,0.0001,0.00171045,cc321355
DOGEUSDT,cabeac81,2023-02-14 13:34:14,10,Open Short,Limit,Trade,210,0.08202,0.08202,0.0001,0.00172242,22a7384a
DOGEUSDT,168abd7c,2023-02-14 13:32:32,10,Close Long,Limit,Trade,441,0.08251,0.08251,0.0001,0.0036387,9ba082a5
DOGEUSDT,7091-Buy,2023-02-14 08:00:00,10,Open Long,--,Funding,441,0.08177,0.00000,0.0001,0.00360606,46ee143b
ETHUSDT,091-Sell,2023-02-14 08:00:00,5,Open Short,--,Funding,0.07,1505.69,0.00,-0.0001,-0.01053983,1ad08b7e
MATICUSDT,7091-Buy,2023-02-14 08:00:00,10,Open Long,--,Funding,66,1.1815,0.0000,7.208e-05,0.00562073,37e92c18
SHIB1000USDT,7091-Buy,2023-02-14 08:00:00,10,Open Long,--,Funding,4200,0.012385,0.000000,0.0001,0.0052017,b12e4500
MATICUSDT,7091-Buy,2023-02-14 00:00:00,10,Open Long,--,Funding,66,1.1838,0.0000,0.0001,0.00781308,6a233480
ETHUSDT,091-Sell,2023-02-14 00:00:00,5,Open Short,--,Funding,0.07,1504.95,0.00,-0.0001,-0.01053465,4443f2a2
DOGEUSDT,7091-Buy,2023-02-14 00:00:00,10,Open Long,--,Funding,441,0.08205,0.00000,0.0001,0.00361841,514b0455
SHIB1000USDT,7091-Buy,2023-02-14 00:00:00,10,Open Long,--,Funding,4200,0.012467,0.000000,0.0001,0.00523614,34e16532
MATICUSDT,973533a5,2023-02-13 16:37:20,10,Open Long,Limit,Trade,24,1.1411,1.1411,0.0001,0.00273864,fa5a29fe
MATICUSDT,7091-Buy,2023-02-13 16:00:00,10,Open Long,--,Funding,42,1.1516,0.0000,7.311e-05,0.00353613,70f25e5d
DOGEUSDT,7091-Buy,2023-02-13 16:00:00,10,Open Long,--,Funding,441,0.08100,0.00000,0.0001,0.0035721,0b958421
SHIB1000USDT,7091-Buy,2023-02-13 16:00:00,10,Open Long,--,Funding,4200,0.012290,0.000000,0.0001,0.0051618,d883ad60
ETHUSDT,091-Sell,2023-02-13 16:00:00,5,Open Short,--,Funding,0.07,1475.50,0.00,-0.0001,-0.0103285,43821b4d
SHIB1000USDT,4e7c56bd,2023-02-13 09:19:07,10,Open Long,Limit,Trade,2200,0.012305,0.012305,0.0001,0.0027071,d93f2c96
DOGEUSDT,a0dc9233,2023-02-13 09:16:22,10,Open Long,Limit,Trade,231,0.08034,0.08034,0.0001,0.00185586,775a1a5b
MATICUSDT,50296421,2023-02-13 08:42:13,10,Open Long,Limit,Trade,22,1.1907,1.1907,0.0001,0.00261954,08a863a4
SHIB1000USDT,0235db82,2023-02-13 08:05:16,10,Open Long,Limit,Trade,2000,0.012820,0.012840,0.0006,0.015384,5cc93c28
SHIB1000USDT,ad83237a,2023-02-13 08:04:47,10,Close Short,Limit,Trade,2000,0.012790,0.012790,0.0001,0.002558,0405f344
MATICUSDT,7091-Buy,2023-02-13 08:00:00,10,Open Long,--,Funding,20,1.2159,0.0000,1.685e-05,0.00040976,ed4474e8
SHIB1000USDT,7091-Sel,2023-02-13 08:00:00,10,Open Short,--,Funding,2000,0.012903,0.000000,-0.0001,-0.0025806,e855bb0b
DOGEUSDT,7091-Buy,2023-02-13 08:00:00,10,Open Long,--,Funding,210,0.08391,0.00000,3.405e-05,0.0006,300a8311
ETHUSDT,091-Sell,2023-02-13 08:00:00,5,Open Short,--,Funding,0.07,1521.69,0.00,-5.977e-05,-0.00636659,a7895922
DOGEUSDT,a4e0e6bc,2023-02-13 06:55:42,10,Open Long,Limit,Trade,24,0.08369,0.08369,0.0001,0.00020086,0a53c163
DOGEUSDT,a4e0e6bc,2023-02-13 06:55:42,10,Open Long,Limit,Trade,186,0.08369,0.08369,0.0001,0.00155664,5785938e
DOGEUSDT,09c201bb,2023-02-13 04:38:14,10,Close Short,Limit,Trade,210,0.08465,0.08465,0.0001,0.00177765,2860b78e
DOGEUSDT,ac0dc382,2023-02-13 04:34:07,10,Open Short,Limit,Trade,210,0.08525,0.08459,0.0006,0.0107415,0d5df760
DOGEUSDT,d1c64ab1,2023-02-13 04:28:15,10,Close Long,Limit,Trade,974,0.08584,0.08584,0.0001,0.00836082,c9f8e66b
SHIB1000USDT,e8250eae,2023-02-13 04:27:12,10,Open Short,Limit,Trade,2000,0.012880,0.012825,0.0006,0.015456,b76a68ef
SHIB1000USDT,e02d6610,2023-02-13 04:21:28,10,Close Long,Limit,Trade,2000,0.012840,0.012840,0.0001,0.002568,d8f81f8f
SHIB1000USDT,be809d78,2023-02-13 01:26:23,10,Open Long,Limit,Trade,2000,0.012750,0.012750,0.0001,0.00255,16993ff7
SHIB1000USDT,38278d2c,2023-02-13 00:59:11,10,Close Short,Limit,Trade,2000,0.012910,0.012910,0.0001,0.002582,69862ef3
SHIB1000USDT,8336558a,2023-02-13 00:52:37,10,Open Short,Limit,Trade,2000,0.013000,0.012975,0.0006,0.0156,b4fee138
SHIB1000USDT,0fce2cf6,2023-02-13 00:46:59,10,Close Long,Limit,Trade,2000,0.013040,0.013040,0.0001,0.002608,4abcdd93
SHIB1000USDT,7091-Buy,2023-02-13 00:00:00,10,Open Long,--,Funding,2000,0.012819,0.000000,3.26e-06,8.358e-05,99433fdb
DOGEUSDT,7091-Buy,2023-02-13 00:00:00,10,Open Long,--,Funding,974,0.08214,0.00000,0.0001,0.00800044,53b50afa
ETHUSDT,091-Sell,2023-02-13 00:00:00,5,Open Short,--,Funding,0.07,1514.40,0.00,-8.154e-05,-0.00864389,9992afe8
MATICUSDT,7091-Buy,2023-02-13 00:00:00,10,Open Long,--,Funding,20,1.2352,0.0000,-1.552e-05,-0.0003834,7681a0df
MATICUSDT,e2b9486e,2023-02-12 22:04:11,10,Open Long,Limit,Trade,20,1.2403,1.2403,0.0001,0.0024806,7989139a
SHIB1000USDT,9d21ca05,2023-02-12 21:34:33,10,Open Long,Limit,Trade,290,0.012950,0.013110,0.0006,0.0022533,a05f2126
SHIB1000USDT,9d21ca05,2023-02-12 21:34:33,10,Open Long,Limit,Trade,1710,0.012950,0.013110,0.0006,0.0132867,6ca24930
SHIB1000USDT,e949d38f,2023-02-12 21:34:30,10,Close Short,Limit,Trade,4200,0.012960,0.012960,0.0001,0.0054432,e6283353
MATICUSDT,fd7e23f4,2023-02-12 21:25:33,10,Close Short,Limit,Trade,42,1.2646,1.2646,0.0001,0.00531132,b5cef94b
SHIB1000USDT,821a04b9,2023-02-12 17:11:52,10,Open Short,Limit,Trade,2200,0.013295,0.013295,0.0001,0.0029249,5b62a189
SHIB1000USDT,7091-Sel,2023-02-12 16:00:00,10,Open Short,--,Funding,2000,0.013055,0.000000,-0.0001,-0.002611,0782763e
DOGEUSDT,7091-Buy,2023-02-12 16:00:00,10,Open Long,--,Funding,974,0.08402,0.00000,0.0001,0.00818355,d5ca7930
MATICUSDT,091-Sell,2023-02-12 16:00:00,10,Open Short,--,Funding,42,1.2798,0.0000,3.64e-05,0.00195656,672f1a9c
ETHUSDT,091-Sell,2023-02-12 16:00:00,5,Open Short,--,Funding,0.07,1535.45,0.00,-0.0001,-0.01074815,0d35f823
MATICUSDT,7e4a139f,2023-02-12 11:34:01,10,Open Short,Limit,Trade,22,1.2973,1.2973,0.0001,0.00285406,86420445
DOGEUSDT,7091-Buy,2023-02-12 08:00:00,10,Open Long,--,Funding,974,0.08171,0.00000,0.0001,0.00795856,5d29e07c
ETHUSDT,091-Sell,2023-02-12 08:00:00,5,Open Short,--,Funding,0.07,1530.12,0.00,-0.0001,-0.01071084,704e054a
SHIB1000USDT,7091-Sel,2023-02-12 08:00:00,10,Open Short,--,Funding,2000,0.012832,0.000000,-0.0001,-0.0025664,1f382035
MATICUSDT,091-Sell,2023-02-12 08:00:00,10,Open Short,--,Funding,20,1.2592,0.0000,6.147e-05,0.00154807,352302bf
MATICUSDT,84ab3b7e,2023-02-12 04:34:24,10,Open Short,Limit,Trade,20,1.2474,1.2474,0.0001,0.0024948,2f2064c7
MATICUSDT,8ccc409b,2023-02-12 04:28:19,10,Close Long,Limit,Trade,20,1.2470,1.2470,0.0001,0.002494,8b76adf7
MATICUSDT,01d3fb75,2023-02-12 01:43:38,10,Open Long,Limit,Trade,20,1.2383,1.2396,0.0006,0.0148596,53009244
MATICUSDT,92ab17fb,2023-02-12 01:43:26,10,Close Short,Limit,Trade,20,1.2379,1.2379,0.0001,0.0024758,25f51858
MATICUSDT,091-Sell,2023-02-12 00:00:00,10,Open Short,--,Funding,20,1.2485,0.0000,5.854e-05,0.00146175,f49928eb
SHIB1000USDT,7091-Sel,2023-02-12 00:00:00,10,Open Short,--,Funding,2000,0.012904,0.000000,-0.0001,-0.0025808,cf6ff8bd
DOGEUSDT,7091-Buy,2023-02-12 00:00:00,10,Open Long,--,Funding,974,0.08221,0.00000,6.781e-05,0.00542972,361abd9f
ETHUSDT,091-Sell,2023-02-12 00:00:00,5,Open Short,--,Funding,0.07,1537.85,0.00,-0.0001,-0.01076495,daa7cfd3
MATICUSDT,d47507b3,2023-02-11 21:59:33,10,Open Short,Limit,Trade,20,1.2466,1.2458,0.0006,0.0149592,3c62855e
MATICUSDT,23252c72,2023-02-11 21:53:37,10,Close Long,Limit,Trade,40,1.2486,1.2486,0.0001,0.0049944,23a78e84
SHIB1000USDT,05dd612a,2023-02-11 21:49:31,10,Open Short,Limit,Trade,2000,0.012785,0.012680,0.0006,0.015342,edfb77db
SHIB1000USDT,e3de7edf,2023-02-11 21:43:42,10,Close Long,Limit,Trade,2000,0.012685,0.012685,0.0001,0.002537,fe3a140b
SHIB1000USDT,6ea9c4c3,2023-02-11 20:17:00,10,Open Long,Limit,Trade,2000,0.012595,0.012595,0.0001,0.002519,a1ceb7a0
SHIB1000USDT,1daa8984,2023-02-11 20:00:30,10,Close Short,Limit,Trade,2000,0.012685,0.012685,0.0001,0.002537,3eb4acfe
SHIB1000USDT,5326ac5f,2023-02-11 19:23:55,10,Open Short,Limit,Trade,2000,0.012775,0.012775,0.0001,0.002555,20aa0c92
SHIB1000USDT,bcec05f1,2023-02-11 18:30:32,10,Close Short,Limit,Trade,2000,0.012665,0.012665,0.0001,0.002533,f9616dde
SHIB1000USDT,0eb7fd41,2023-02-11 18:15:11,10,Open Short,Limit,Trade,2000,0.012755,0.012750,0.0006,0.015306,d9368b16
SHIB1000USDT,c3062abe,2023-02-11 18:09:55,10,Close Long,Limit,Trade,2000,0.012745,0.012745,0.0001,0.002549,baa1657a
SHIB1000USDT,a9fb30d7,2023-02-11 17:03:46,10,Open Long,Limit,Trade,2000,0.012655,0.012655,0.0001,0.002531,912a6ae3
SHIB1000USDT,a783c2af,2023-02-11 16:43:47,10,Close Short,Limit,Trade,2000,0.012660,0.012660,0.0001,0.002532,e70b6a42
MATICUSDT,82fcd916,2023-02-11 16:23:14,10,Open Long,Limit,Trade,20,1.2399,1.2399,0.0001,0.0024798,4e264bea
MATICUSDT,a84d3c57,2023-02-11 16:23:09,10,Open Long,Limit,Trade,20,1.2399,1.2399,0.0001,0.0024798,6cf61577
SHIB1000USDT,7091-Sel,2023-02-11 16:00:00,10,Open Short,--,Funding,2000,0.012782,0.000000,-0.0001,-0.0025564,a4d56250
ETHUSDT,091-Sell,2023-02-11 16:00:00,5,Open Short,--,Funding,0.07,1521.90,0.00,-0.0001,-0.0106533,2a85f09c
DOGEUSDT,7091-Buy,2023-02-11 16:00:00,10,Open Long,--,Funding,974,0.08212,0.00000,6.03e-05,0.00482309,ba65cc9c
MATICUSDT,407fd1c4,2023-02-11 15:42:22,10,Close Short,Limit,Trade,20,1.2429,1.2429,0.0001,0.0024858,240a4572
SHIB1000USDT,8aaefdbb,2023-02-11 15:36:00,10,Open Short,Limit,Trade,2000,0.012750,0.012750,0.0001,0.00255,e8d22d46
MATICUSDT,1551e094,2023-02-11 15:06:11,10,Open Short,Limit,Trade,20,1.2517,1.2479,0.0006,0.0150204,082e87ad
MATICUSDT,563e9fd0,2023-02-11 15:00:26,10,Close Long,Limit,Trade,20,1.2503,1.2503,0.0001,0.0025006,fad3d488
SHIB1000USDT,13febd72,2023-02-11 14:19:23,10,Close Short,Limit,Trade,2000,0.012695,0.012695,0.0001,0.002539,952d5d84
SHIB1000USDT,d4571ac7,2023-02-11 14:16:32,10,Open Short,Limit,Trade,2000,0.012785,0.012785,0.0001,0.002557,6d110fe3
SHIB1000USDT,e50a603d,2023-02-11 14:06:22,10,Close Short,Limit,Trade,2000,0.012675,0.012675,0.0001,0.002535,96422955
SHIB1000USDT,c37af720,2023-02-11 13:21:25,10,Open Short,Limit,Trade,2000,0.012765,0.012765,0.0001,0.002553,b444f1aa
SHIB1000USDT,7365b786,2023-02-11 12:32:55,10,Close Short,Limit,Trade,2000,0.012680,0.012680,0.0001,0.002536,7cb9b232
SHIB1000USDT,9576296c,2023-02-11 12:26:02,10,Open Short,Limit,Trade,2000,0.012770,0.012715,0.0006,0.015324,cd4d0528
SHIB1000USDT,e20e8025,2023-02-11 12:20:21,10,Close Long,Limit,Trade,2000,0.012820,0.012820,0.0001,0.002564,3d2f53a6
DOGEUSDT,7091-Buy,2023-02-11 08:00:00,10,Open Long,--,Funding,974,0.08166,0.00000,0.0001,0.00795369,4cc782d4
SHIB1000USDT,7091-Buy,2023-02-11 08:00:00,10,Open Long,--,Funding,2000,0.012555,0.000000,-1.888e-05,-0.00047407,73da5fcb
MATICUSDT,7091-Buy,2023-02-11 08:00:00,10,Open Long,--,Funding,20,1.2433,0.0000,5.302e-05,0.0013184,b1aaaede
ETHUSDT,091-Sell,2023-02-11 08:00:00,5,Open Short,--,Funding,0.07,1520.17,0.00,-0.0001,-0.01064119,911b992a
MATICUSDT,d8f331a6,2023-02-11 05:33:31,10,Open Long,Limit,Trade,20,1.2416,1.2416,0.0001,0.0024832,0cc7912a
MATICUSDT,33f62be4,2023-02-11 05:17:17,10,Close Short,Limit,Trade,20,1.2438,1.2438,0.0001,0.0024876,be2defc7
MATICUSDT,8b68b83b,2023-02-11 04:31:46,10,Open Short,Limit,Trade,20,1.2526,1.2526,0.0001,0.0025052,e6d66606
SHIB1000USDT,d339a752,2023-02-11 04:27:14,10,Open Long,Limit,Trade,2000,0.012730,0.012730,0.0001,0.002546,a6d499c4
MATICUSDT,514636d3,2023-02-11 04:20:06,10,Close Long,Limit,Trade,42,1.2506,1.2506,0.0001,0.00525252,6badd104
SHIB1000USDT,425d1ee3,2023-02-11 04:07:51,10,Close Short,Limit,Trade,2000,0.012755,0.012755,0.0001,0.002551,946a0226
SHIB1000USDT,1fb32ed4,2023-02-11 04:02:27,10,Open Short,Limit,Trade,2000,0.012845,0.012845,0.0001,0.002569,787f32a4
SHIB1000USDT,ca1a23e5,2023-02-11 03:13:43,10,Close Long,Limit,Trade,2000,0.012845,0.012845,0.0001,0.002569,c81aff9e
SHIB1000USDT,0bc3958f,2023-02-11 01:47:33,10,Open Long,Limit,Trade,2000,0.012755,0.012755,0.0001,0.002551,38c3fc58
SHIB1000USDT,570dadbb,2023-02-11 01:26:14,10,Close Short,Limit,Trade,2000,0.012975,0.012975,0.0001,0.002595,b972e97e
SHIB1000USDT,01a60b11,2023-02-11 01:19:04,10,Open Short,Limit,Trade,2000,0.013065,0.013065,0.0001,0.002613,e9703834
MATICUSDT,4a780d15,2023-02-11 00:41:26,10,Open Long,Limit,Trade,22,1.2178,1.2178,0.0001,0.00267916,ad131a50
SHIB1000USDT,9c939441,2023-02-11 00:31:23,10,Close Long,Limit,Trade,2000,0.012905,0.012905,0.0001,0.002581,22c1c0c6
SHIB1000USDT,ae0b58f4,2023-02-11 00:06:16,10,Open Long,Limit,Trade,2000,0.012815,0.012815,0.0001,0.002563,026fbc49
DOGEUSDT,7091-Buy,2023-02-11 00:00:00,10,Open Long,--,Funding,974,0.08086,0.00000,9.251e-05,0.00728587,5abe675f
ETHUSDT,091-Sell,2023-02-11 00:00:00,5,Open Short,--,Funding,0.07,1512.99,0.00,-0.0001,-0.01059093,f01d6471
MATICUSDT,7091-Buy,2023-02-11 00:00:00,10,Open Long,--,Funding,20,1.2298,0.0000,0.0001,0.0024596,5ab16561
SHIB1000USDT,57778437,2023-02-10 23:11:06,10,Close Short,Limit,Trade,2000,0.013025,0.013025,0.0001,0.002605,34b0738c
SHIB1000USDT,ecd83d93,2023-02-10 23:09:20,10,Open Short,Limit,Trade,2000,0.013115,0.013115,0.0001,0.002623,442673a3
SHIB1000USDT,dfaf695c,2023-02-10 21:39:09,10,Close Short,Limit,Trade,700,0.012725,0.012725,0.0001,0.00089075,886ce9db
SHIB1000USDT,dfaf695c,2023-02-10 21:38:50,10,Close Short,Limit,Trade,1060,0.012725,0.012725,0.0001,0.00134885,4f897ea1
SHIB1000USDT,dfaf695c,2023-02-10 21:38:49,10,Close Short,Limit,Trade,80,0.012725,0.012725,0.0001,0.0001018,09c590b1
SHIB1000USDT,dfaf695c,2023-02-10 21:38:46,10,Close Short,Limit,Trade,80,0.012725,0.012725,0.0001,0.0001018,f9adb5f9
SHIB1000USDT,dfaf695c,2023-02-10 21:38:45,10,Close Short,Limit,Trade,80,0.012725,0.012725,0.0001,0.0001018,4e8d5f7b
MATICUSDT,facebcd7,2023-02-10 21:02:51,10,Open Long,Limit,Trade,20,1.2685,1.2685,0.0001,0.002537,77d3d406
MATICUSDT,62fd1193,2023-02-10 20:39:04,10,Close Long,Limit,Trade,20,1.2807,1.2807,0.0001,0.0025614,51fafeb2
SHIB1000USDT,0dd65032,2023-02-10 20:19:40,10,Open Short,Limit,Trade,2000,0.012815,0.012815,0.0001,0.002563,6ddc158e
SHIB1000USDT,30ad2e5f,2023-02-10 19:59:48,10,Close Long,Limit,Trade,12200,0.012965,0.012965,0.0001,0.0158173,52e1b07a
MATICUSDT,8fb28624,2023-02-10 19:41:34,10,Open Long,Limit,Trade,20,1.2718,1.2718,0.0001,0.0025436,2d80a79c
MATICUSDT,44768400,2023-02-10 19:09:34,10,Close Short,Limit,Trade,20,1.2753,1.2753,0.0001,0.0025506,3c5b3b6f
MATICUSDT,acabe1aa,2023-02-10 18:17:45,10,Open Short,Limit,Trade,20,1.2843,1.2843,0.0001,0.0025686,ca436b37
MATICUSDT,5514b342,2023-02-10 18:04:12,10,Close Long,Limit,Trade,20,1.2861,1.2861,0.0001,0.0025722,31686552
MATICUSDT,8a162ccc,2023-02-10 16:24:39,10,Open Long,Limit,Trade,20,1.2772,1.2772,0.0001,0.0025544,725b38ee
MATICUSDT,15f14d68,2023-02-10 16:02:26,10,Close Long,Limit,Trade,20,1.2943,1.2943,0.0001,0.0025886,7a78c66b
ETHUSDT,091-Sell,2023-02-10 16:00:00,5,Open Short,--,Funding,0.07,1522.15,0.00,-0.0001,-0.01065505,9ca9d79a
SHIB1000USDT,7091-Buy,2023-02-10 16:00:00,10,Open Long,--,Funding,12200,0.012292,0.000000,0.0001,0.01499624,a115f097
MATICUSDT,7091-Buy,2023-02-10 16:00:00,10,Open Long,--,Funding,20,1.2837,0.0000,0.0001,0.0025674,499be9f3
DOGEUSDT,7091-Buy,2023-02-10 16:00:00,10,Open Long,--,Funding,974,0.08157,0.00000,0.0001,0.00794492,a9207317
MATICUSDT,e8fbea56,2023-02-10 15:32:14,10,Open Long,Limit,Trade,20,1.2853,1.2853,0.0001,0.0025706,9eba5659
MATICUSDT,2cf4d295,2023-02-10 15:25:14,10,Close Short,Limit,Trade,20,1.2894,1.2894,0.0001,0.0025788,7ede953d
MATICUSDT,0409178e,2023-02-10 15:11:29,10,Open Short,Limit,Trade,20,1.2985,1.2985,0.0001,0.002597,eabd7f56
MATICUSDT,b3bd1d5b,2023-02-10 13:37:38,10,Close Short,Limit,Trade,20,1.2893,1.2893,0.0001,0.0025786,b6d36684
MATICUSDT,3eb4d4ba,2023-02-10 13:19:51,10,Open Short,Limit,Trade,20,1.2984,1.2848,0.0006,0.0155808,24eab655
MATICUSDT,ed44197e,2023-02-10 13:14:16,10,Close Long,Limit,Trade,20,1.2758,1.2758,0.0001,0.0025516,2a3a5c94
MATICUSDT,240d075d,2023-02-10 12:19:29,10,Open Long,Limit,Trade,20,1.2669,1.2669,0.0001,0.0025338,76238d37
MATICUSDT,3c91a9bf,2023-02-10 12:08:30,10,Close Short,Limit,Trade,42,1.2729,1.2729,0.0001,0.00534618,16861482
MATICUSDT,d2cd39e4,2023-02-10 11:19:48,10,Open Short,Limit,Trade,22,1.3058,1.3058,0.0001,0.00287276,23a1b53f
